"metabolite_id","dataset_id","study_name","platform","merge_variable","input_metabolite_name","input_metabid","input_chemical_id","input_comp_id","input_hmdb_id","input_cas","input_pubchem","input_chemspider","input_kegg","input_inchikey","input_chebi","Standardized name"
"HMDB00152",7,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CORE_FILE_NAME","gentisate","gentisate",NA,"","","","",NA,"","",NA,"Gentisic acid"
"HMDB00152",8,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CORE_FILE_NAME","gentisate","gentisate",NA,"","","","",NA,"","",NA,"Gentisic acid"
"HMDB00152",12,"Health, Aging and Body Composition","Broad Institute","HMDB_ID","gentisate","gentisate2",NA,"","HMDB00152","","",NA,"","",NA,"Gentisic acid"
"HMDB00152",21,"Well for life China","Metabolon","COMP_ID","gentisate","gentisate",NA,"18280","HMDB00152","","3469",NA,"","",NA,"Gentisic acid"
"HMDB00152",24,"Born in Bradford","Metabolon","CHEMICAL_ID","gentisate","metmss18280",100000447,"18280","HMDB00152","","3469",NA,"","",NA,"Gentisic acid"
"HMDB00152",29,"Twins United Kingdom","Metabolon","CHEMICAL_ID","gentisate","m18280",100000447,"18280","HMDB00152","","",NA,"","",NA,"Gentisic acid"
"HMDB00152",30,"Airwave Health Monitoring Study","Metabolon","CHEMICAL_ID","gentisate","gentisate",100000447,"18280","HMDB00152","490-79-9","3469",3350,"C00628","",NA,"Gentisic acid"
"HMDB00152",33,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CHEMICAL_ID","gentisate","gentisate",100000447,"18280","HMDB00152","490-79-9;","3469",NA,"C00628","",NA,"Gentisic acid"
"HMDB00152",35,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CHEMICAL_ID","gentisate","gentisate",100000447,"18280","HMDB00152","490-79-9","3469",NA,"C00628","",NA,"Gentisic acid"
"HMDB00152",45,"Estonia Biobank Obesity Extremes","Broad Institute","BIOCHEMICAL_NAME","gentisate","gentisate",NA,"","","","",NA,"","",NA,"Gentisic acid"
"HMDB00152",50,"Women's Health Initiative","Broad Institute","HMDB_ID","gentisate","gentisate",NA,"","HMDB00152","","",NA,"","",NA,"Gentisic acid"
"HMDB00152",58,"Framingham Heart Study","Broad Institute","BIOCHEMICAL_NAME","Gentisate","cmh_gentisate",NA,"","","","",NA,"","",NA,"Gentisic acid"
"HMDB00152",59,"Breast Cancer Family Registry","Metabolon","COMP_ID","gentisate","gentisate",NA,"18280","","","3469",NA,"","",NA,"Gentisic acid"
"HMDB00152",69,"Copenhagen Prospective Study on Asthma in Childhood 2010","Metabolon","COMP_ID","gentisate","18280",NA,"18280","","","3469",NA,"","",NA,"Gentisic acid"
"HMDB00156",2,"Prostate Lung Colorectal and Ovarian Cancer Screening Trial","Metabolon","COMP_ID","malate","malate",NA,"1303","HMDB00156","","525",NA,"","",NA,"Malic acid"
"HMDB00156",3,"Cancer Prevention Study II","Metabolon","COMP_ID","malate","malate",NA,"X1303","HMDB00156","","525",NA,"","",NA,"Malic acid"
"HMDB00156",5,"Cancer Prevention Study II","Metabolon","COMP_ID","malate","malate",NA,"X1303","HMDB00156","","525",NA,"","",NA,"Malic acid"
"HMDB00156",6,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CORE_FILE_NAME","malate","malate",NA,"","","","",NA,"","",NA,"Malic acid"
"HMDB00156",7,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CORE_FILE_NAME","malate","malate",NA,"","","","",NA,"","",NA,"Malic acid"
"HMDB00156",8,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CORE_FILE_NAME","malate","malate",NA,"","","","",NA,"","",NA,"Malic acid"
"HMDB00156",9,"Shanghai Physical Activity Study","Metabolon","COMP_ID","Malate","malate",NA,"1303","HMDB00156","","525",NA,"","",NA,"Malic acid"
"HMDB00156",10,"Shanghai Physical Activity Study","Metabolon","COMP_ID","malate","malate",NA,"1303","HMDB00156","","525",NA,"","",NA,"Malic acid"
"HMDB00156",11,"Shanghai Women's Health Study","Metabolon","CORE_FILE_NAME","Malate","malate",NA,"","","","",NA,"","",NA,"Malic acid"
"HMDB00156",12,"Health, Aging and Body Composition","Broad Institute","HMDB_ID","malate","malate2",NA,"","HMDB00156","","",NA,"","",NA,"Malic acid"
"HMDB00156",20,"Twins United Kingdom","Metabolon","CHEMICAL_ID","malate","m01303",409,"1303","HMDB00156","","",NA,"","",NA,"Malic acid"
"HMDB00156",21,"Well for life China","Metabolon","COMP_ID","malate","malate",NA,"1303","HMDB00156","","525",NA,"","",NA,"Malic acid"
"HMDB00156",24,"Born in Bradford","Metabolon","CHEMICAL_ID","malate","metmss1303",409,"1303","HMDB00156","","525",NA,"","",NA,"Malic acid"
"HMDB00156",29,"Twins United Kingdom","Metabolon","CHEMICAL_ID","malate","m01303",409,"1303","HMDB00156","","",NA,"","",NA,"Malic acid"
"HMDB00156",30,"Airwave Health Monitoring Study","Metabolon","CHEMICAL_ID","malate","malate",409,"1303","HMDB00156","6915-15-7","525",510,"C00149","",NA,"Malic acid"
"HMDB00156",31,"Shanghai Men's Health Study","Metabolon","BIOCHEMICAL_NAME","malate","logm210",NA,"","","","",NA,"","",NA,"Malic acid"
"HMDB00156",33,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CHEMICAL_ID","malate","malate",409,"1303","HMDB00156","6915-15-7;","525",NA,"C00149","",NA,"Malic acid"
"HMDB00156",34,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CHEMICAL_ID","malate","malate",409,"1303","HMDB00156","6915-15-7;","525",NA,"C00149","",NA,"Malic acid"
"HMDB00156",35,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CHEMICAL_ID","malate","malate",409,"1303","HMDB00156","6915-15-7","525",NA,"C00149","",NA,"Malic acid"
"HMDB00156",36,"Atherosclerosis Risk in Communities Study","Metabolon","COMP_ID","malate","malate_std",NA,"1303","","","525",NA,"","",NA,"Malic acid"
"HMDB00156",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","COMP_ID","malate","m_337",NA,"1303","HMDB00156","","525",NA,"","",NA,"Malic acid"
"HMDB00156",45,"Estonia Biobank Obesity Extremes","Broad Institute","BIOCHEMICAL_NAME","malate","malate",NA,"","","","",NA,"","",NA,"Malic acid"
"HMDB00156",48,"Tsuruoka Metabolomics Cohort Study","Keio University","HMDB_ID","malate","malate",NA,"","HMDB00156","","222656",NA,"","",NA,"Malic acid"
"HMDB00156",50,"Women's Health Initiative","Broad Institute","HMDB_ID","malate","malate",NA,"","HMDB00156","","",NA,"","",NA,"Malic acid"
"HMDB00156",58,"Framingham Heart Study","Broad Institute","BIOCHEMICAL_NAME","Malate","cmh_malate",NA,"","","","",NA,"","",NA,"Malic acid"
"HMDB00156",59,"Breast Cancer Family Registry","Metabolon","COMP_ID","malate","malate",NA,"1303","","","525",NA,"","",NA,"Malic acid"
"HMDB00156",68,"Cooperative Health Research in the Region of Augsburg","Metabolon","HMDB_ID","malate","m01303",NA,"","HMDB00156","","",NA,"C00149","",NA,"Malic acid"
"HMDB00156",69,"Copenhagen Prospective Study on Asthma in Childhood 2010","Metabolon","COMP_ID","malate","1303",NA,"1303","","","525",NA,"","",NA,"Malic acid"
"HMDB00157",2,"Prostate Lung Colorectal and Ovarian Cancer Screening Trial","Metabolon","COMP_ID","hypoxanthine","hypoxanthine",NA,"3127","HMDB00157","","790",NA,"","",NA,"Hypoxanthine"
"HMDB00157",3,"Cancer Prevention Study II","Metabolon","COMP_ID","hypoxanthine","hypoxanthine",NA,"X3127","HMDB00157","","790",NA,"","",NA,"Hypoxanthine"
"HMDB00157",4,"Baependi Heart Study","Agilent Center of Excellence Brazil","HMDB_ID","hypoxanthine","[790] hypoxanthine [16.479]",NA,"","HMDB00157","146469-94-5","",NA,"","",NA,"Hypoxanthine"
"HMDB00157",5,"Cancer Prevention Study II","Metabolon","COMP_ID","hypoxanthine","hypoxanthine",NA,"X3127","HMDB00157","","790",NA,"","",NA,"Hypoxanthine"
"HMDB00157",6,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CORE_FILE_NAME","hypoxanthine","hypoxanthine",NA,"","","","",NA,"","",NA,"Hypoxanthine"
"HMDB00157",7,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CORE_FILE_NAME","hypoxanthine","hypoxanthine",NA,"","","","",NA,"","",NA,"Hypoxanthine"
"HMDB00157",8,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CORE_FILE_NAME","hypoxanthine","hypoxanthine",NA,"","","","",NA,"","",NA,"Hypoxanthine"
"HMDB00157",9,"Shanghai Physical Activity Study","Metabolon","COMP_ID","Hypoxanthine","hypoxanthine",NA,"3127","HMDB00157","","790",NA,"","",NA,"Hypoxanthine"
"HMDB00157",10,"Shanghai Physical Activity Study","Metabolon","COMP_ID","hypoxanthine","hypoxanthine",NA,"3127","HMDB00157","","790",NA,"","",NA,"Hypoxanthine"
"HMDB00157",11,"Shanghai Women's Health Study","Metabolon","CORE_FILE_NAME","Hypoxanthine","hypoxanthine",NA,"","","","",NA,"","",NA,"Hypoxanthine"
"HMDB00157",12,"Health, Aging and Body Composition","Broad Institute","HMDB_ID","hypoxanthine","hypoxanthine2",NA,"","HMDB00157","","",NA,"","",NA,"Hypoxanthine"
"HMDB00157",19,"Women's Interagency HIV Study","Broad Institute","HMDB_ID","hypoxanthine","hypoxanthine",NA,"","HMDB0000157","","790",NA,"","",NA,"Hypoxanthine"
"HMDB00157",20,"Twins United Kingdom","Metabolon","CHEMICAL_ID","hypoxanthine","m03127",171,"3127","HMDB00157","","",NA,"","",NA,"Hypoxanthine"
"HMDB00157",21,"Well for life China","Metabolon","COMP_ID","hypoxanthine","hypoxanthine",NA,"3127","HMDB00157","","790",NA,"","",NA,"Hypoxanthine"
"HMDB00157",24,"Born in Bradford","Metabolon","CHEMICAL_ID","hypoxanthine","metmss3127",171,"3127","HMDB00157","","790",NA,"","",NA,"Hypoxanthine"
"HMDB00157",29,"Twins United Kingdom","Metabolon","CHEMICAL_ID","hypoxanthine","m03127",171,"3127","HMDB00157","","",NA,"","",NA,"Hypoxanthine"
"HMDB00157",30,"Airwave Health Monitoring Study","Metabolon","CHEMICAL_ID","hypoxanthine","hypoxanthine",171,"3127","HMDB00157","68-94-0","790",768,"C00262","",NA,"Hypoxanthine"
"HMDB00157",31,"Shanghai Men's Health Study","Metabolon","BIOCHEMICAL_NAME","hypoxanthine","logm189",NA,"","","","",NA,"","",NA,"Hypoxanthine"
"HMDB00157",33,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CHEMICAL_ID","hypoxanthine","hypoxanthine",171,"3127","HMDB00157","68-94-0;","790",NA,"C00262","",NA,"Hypoxanthine"
"HMDB00157",34,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CHEMICAL_ID","hypoxanthine","hypoxanthine",171,"3127","HMDB00157","68-94-0;","790",NA,"C00262","",NA,"Hypoxanthine"
"HMDB00157",35,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CHEMICAL_ID","hypoxanthine","hypoxanthine",171,"3127","HMDB00157","68-94-0","790",NA,"C00262","",NA,"Hypoxanthine"
"HMDB00157",36,"Atherosclerosis Risk in Communities Study","Metabolon","COMP_ID","hypoxanthine","hypoxanthine_std",NA,"3127","","","790",NA,"","",NA,"Hypoxanthine"
"HMDB00157",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","COMP_ID","hypoxanthine","m_307",NA,"3127","HMDB00157","","790",NA,"","",NA,"Hypoxanthine"
"HMDB00157",45,"Estonia Biobank Obesity Extremes","Broad Institute","BIOCHEMICAL_NAME","hypoxanthine","hypoxanthine",NA,"","","","",NA,"","",NA,"Hypoxanthine"
"HMDB00157",47,"Nurses Health Study","Broad Institute","HMDB_ID","hypoxanthine","z_ln_hmdb00157",NA,"","HMDB00157","","",NA,"","",NA,"Hypoxanthine"
"HMDB00157",48,"Tsuruoka Metabolomics Cohort Study","Keio University","HMDB_ID","hypoxanthine","hypoxanthine",NA,"","HMDB00157","","790",NA,"","",NA,"Hypoxanthine"
"HMDB00157",50,"Women's Health Initiative","Broad Institute","HMDB_ID","hypoxanthine","hypoxanthine",NA,"","HMDB00157","","",NA,"","",NA,"Hypoxanthine"
"HMDB00157",58,"Framingham Heart Study","Broad Institute","BIOCHEMICAL_NAME","Hypoxanthine","cmh_hypoxanthine",NA,"","","","",NA,"","",NA,"Hypoxanthine"
"HMDB00157",59,"Breast Cancer Family Registry","Metabolon","COMP_ID","hypoxanthine","hypoxanthine",NA,"3127","","","790",NA,"","",NA,"Hypoxanthine"
"HMDB00157",68,"Cooperative Health Research in the Region of Augsburg","Metabolon","HMDB_ID","hypoxanthine","m03127",NA,"","HMDB00157","","",NA,"(hypo)xanthine/inosine containing","",NA,"Hypoxanthine"
"HMDB00157",69,"Copenhagen Prospective Study on Asthma in Childhood 2010","Metabolon","COMP_ID","hypoxanthine","3127",NA,"3127","","","790",NA,"","",NA,"Hypoxanthine"
"HMDB00157",71,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","CORE_FILE_NAME","hypoxanthine","hypoxanthine",NA,"","","","CID135398638",NA,"","",NA,"Hypoxanthine"
"HMDB00157",72,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Broad Institute","BIOCHEMICAL_NAME","hypoxanthine","hil-pos_hypoxanthine",NA,"","","","",NA,"","",NA,"Hypoxanthine"
"HMDB00157",73,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","HMDB_ID","Hypoxanthine","hypoxanthine",NA,"","HMDB00157","","",NA,"","",17368,"Hypoxanthine"
"HMDB00158",2,"Prostate Lung Colorectal and Ovarian Cancer Screening Trial","Metabolon","COMP_ID","tyrosine","tyrosine",NA,"1299","HMDB00158","","6057",NA,"","",NA,"Tyrosine"
"HMDB00158",3,"Cancer Prevention Study II","Metabolon","COMP_ID","tyrosine","tyrosine",NA,"X1299","HMDB00158","","6057",NA,"","",NA,"Tyrosine"
"HMDB00158",4,"Baependi Heart Study","Agilent Center of Excellence Brazil","HMDB_ID","L-tyrosine","[6057] l-tyrosine 1 [17.345]",NA,"","HMDB00158","55520-40-6","",NA,"","",NA,"Tyrosine"
"HMDB00158",5,"Cancer Prevention Study II","Metabolon","COMP_ID","tyrosine","tyrosine",NA,"X1299","HMDB00158","","6057",NA,"","",NA,"Tyrosine"
"HMDB00158",6,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CORE_FILE_NAME","tyrosine","tyrosine",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",7,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CORE_FILE_NAME","tyrosine","tyrosine",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",8,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CORE_FILE_NAME","tyrosine","tyrosine",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",9,"Shanghai Physical Activity Study","Metabolon","COMP_ID","Tyrosine","tyrosine",NA,"1299","HMDB00158","","60576942100",NA,"","",NA,"Tyrosine"
"HMDB00158",10,"Shanghai Physical Activity Study","Metabolon","COMP_ID","tyrosine","tyrosine",NA,"1299","HMDB00158","","60576942100",NA,"","",NA,"Tyrosine"
"HMDB00158",11,"Shanghai Women's Health Study","Metabolon","CORE_FILE_NAME","Tyrosine","tyrosine",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",12,"Health, Aging and Body Composition","Broad Institute","HMDB_ID","tyrosine","tyrosine2",NA,"","HMDB00158","","",NA,"","",NA,"Tyrosine"
"HMDB00158",15,"British Women's Heart and Health Study","Nightingale Health","BIOCHEMICAL_NAME","[W1 Finland NMR Metabolomics] Tyrosine (mmol/l)","tyr",NA,"","","","",NA,"","",NA,NA
"HMDB00158",17,"ColoCare","Biocrates","HMDB_ID","Tyrosine","tyr",NA,"","HMDB00158","","",NA,"","",NA,"Tyrosine"
"HMDB00158",19,"Women's Interagency HIV Study","Broad Institute","HMDB_ID","tyrosine","tyrosine",NA,"","HMDB0000158","","6057",NA,"","",NA,"Tyrosine"
"HMDB00158",20,"Twins United Kingdom","Metabolon","CHEMICAL_ID","tyrosine","m01299",815,"1299","HMDB00158","","",NA,"","",NA,"Tyrosine"
"HMDB00158",21,"Well for life China","Metabolon","COMP_ID","tyrosine","tyrosine",NA,"1299","HMDB00158","","6057",NA,"","",NA,"Tyrosine"
"HMDB00158",22,"Colorectal Cancer Study of Austria","Biocrates","BIOCHEMICAL_NAME","Tyrosine","tyr",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",23,"Avon Longitudinal Study of Parents and Children","Nightingale Health","BIOCHEMICAL_NAME","Tyrosine (mmol/l)","tyr",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",23,"Avon Longitudinal Study of Parents and Children","Nightingale Health","BIOCHEMICAL_NAME","Tyrosine (mmol/l)","tyr",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",23,"Avon Longitudinal Study of Parents and Children","Nightingale Health","BIOCHEMICAL_NAME","Tyrosine (mmol/l)","tyr",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",23,"Avon Longitudinal Study of Parents and Children","Nightingale Health","BIOCHEMICAL_NAME","Tyrosine (mmol/l)","tyr",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",23,"Avon Longitudinal Study of Parents and Children","Nightingale Health","BIOCHEMICAL_NAME","Tyrosine (mmol/l)","tyr",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",23,"Avon Longitudinal Study of Parents and Children","Nightingale Health","BIOCHEMICAL_NAME","Tyrosine (mmol/l)","tyr",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",23,"Avon Longitudinal Study of Parents and Children","Nightingale Health","BIOCHEMICAL_NAME","Tyrosine (mmol/l)","tyr",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",24,"Born in Bradford","Metabolon","CHEMICAL_ID","tyrosine","metmss1299",815,"1299","HMDB00158","","6057",NA,"","",NA,"Tyrosine"
"HMDB00158",25,"Born in Bradford","Nightingale Health","BIOCHEMICAL_NAME","Tyrosine (mmol/l)","tyr",NA,"","","","",NA,"","",NA,NA
"HMDB00158",26,"Southall and Brent Revisited","Nightingale Health","BIOCHEMICAL_NAME","Tyrosine","mf_tyr_v1",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",27,"Twins United Kingdom","Biocrates","BIOCHEMICAL_NAME","Tyrosine ( Tyr-PTC )","tyr.ptc",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",27,"Twins United Kingdom","Biocrates","BIOCHEMICAL_NAME","Tyrosine ( Tyr-PTC )","tyr.ptc",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",27,"Twins United Kingdom","Biocrates","BIOCHEMICAL_NAME","Tyrosine ( Tyr-PTC )","tyr.ptc",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",27,"Twins United Kingdom","Biocrates","BIOCHEMICAL_NAME","Tyrosine ( Tyr-PTC )","tyr.ptc",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",27,"Twins United Kingdom","Biocrates","BIOCHEMICAL_NAME","Tyrosine ( Tyr-PTC )","tyr.ptc",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",27,"Twins United Kingdom","Biocrates","BIOCHEMICAL_NAME","Tyrosine ( Tyr-PTC )","tyr.ptc",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",27,"Twins United Kingdom","Biocrates","BIOCHEMICAL_NAME","Tyrosine ( Tyr-PTC )","tyr.ptc",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",28,"Twins United Kingdom","Nightingale Health","BIOCHEMICAL_NAME","Tyrosine ( Tyr )","bm00225",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",28,"Twins United Kingdom","Nightingale Health","BIOCHEMICAL_NAME","Tyrosine ( Tyr )","bm00225",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",28,"Twins United Kingdom","Nightingale Health","BIOCHEMICAL_NAME","Tyrosine ( Tyr )","bm00225",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",28,"Twins United Kingdom","Nightingale Health","BIOCHEMICAL_NAME","Tyrosine ( Tyr )","bm00225",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",28,"Twins United Kingdom","Nightingale Health","BIOCHEMICAL_NAME","Tyrosine ( Tyr )","bm00225",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",28,"Twins United Kingdom","Nightingale Health","BIOCHEMICAL_NAME","Tyrosine ( Tyr )","bm00225",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",28,"Twins United Kingdom","Nightingale Health","BIOCHEMICAL_NAME","Tyrosine ( Tyr )","bm00225",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",29,"Twins United Kingdom","Metabolon","CHEMICAL_ID","tyrosine","m01299",815,"1299","HMDB00158","","",NA,"","",NA,"Tyrosine"
"HMDB00158",30,"Airwave Health Monitoring Study","Metabolon","CHEMICAL_ID","tyrosine","tyrosine",815,"1299","HMDB00158","60-18-4","6057",5833,"C00082","",NA,"Tyrosine"
"HMDB00158",31,"Shanghai Men's Health Study","Metabolon","BIOCHEMICAL_NAME","tyrosine","logm304",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",32,"Genetics of Early Onset Cardiovascular Disease","Newgard Laboratory @ Duke University","BIOCHEMICAL_NAME","Tyrosine","aa10",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",33,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CHEMICAL_ID","tyrosine","tyrosine",815,"1299","HMDB00158","60-18-4;","60576942100",NA,"C00082","",NA,"Tyrosine"
"HMDB00158",34,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CHEMICAL_ID","tyrosine","tyrosine",815,"1299","HMDB00158","60-18-4;","6057",NA,"C00082","",NA,"Tyrosine"
"HMDB00158",35,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CHEMICAL_ID","tyrosine","tyrosine",815,"1299","HMDB00158","60-18-4","6057",NA,"C00082","",NA,"Tyrosine"
"HMDB00158",36,"Atherosclerosis Risk in Communities Study","Metabolon","COMP_ID","tyrosine","tyrosine_std",NA,"1299","","","6057",NA,"","",NA,"Tyrosine"
"HMDB00158",37,"European Prospective Investigation into Cancer and Nutrition","Biocrates","BIOCHEMICAL_NAME","Aminoacids Tyr","aminoacid_tyr",NA,"","","","",NA,"","",NA,NA
"HMDB00158",38,"European Prospective Investigation into Cancer and Nutrition","Biocrates","BIOCHEMICAL_NAME","Aminoacids Tyr","aminoacid_tyr",NA,"","","","",NA,"","",NA,NA
"HMDB00158",39,"European Prospective Investigation into Cancer and Nutrition","Biocrates","BIOCHEMICAL_NAME","Aminoacids Tyr","aminoacid_tyr",NA,"","","","",NA,"","",NA,NA
"HMDB00158",40,"European Prospective Investigation into Cancer and Nutrition","Biocrates","BIOCHEMICAL_NAME","Aminoacids Tyr","aminoacid_tyr",NA,"","","","",NA,"","",NA,NA
"HMDB00158",41,"European Prospective Investigation into Cancer and Nutrition","Biocrates","BIOCHEMICAL_NAME","Aminoacids Tyr","aminoacid_tyr",NA,"","","","",NA,"","",NA,NA
"HMDB00158",42,"European Prospective Investigation into Cancer and Nutrition","Biocrates","BIOCHEMICAL_NAME","Tyrosine in plasma, micromole/L","aminoacid_tyr",NA,"","","","",NA,"","",NA,NA
"HMDB00158",43,"Northern Sweden Health and Disease Study","Biocrates","BIOCHEMICAL_NAME","Tyrosine","tyr",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","COMP_ID","tyrosine","m_484",NA,"1299","HMDB00158","","6057",NA,"","",NA,"Tyrosine"
"HMDB00158",45,"Estonia Biobank Obesity Extremes","Broad Institute","BIOCHEMICAL_NAME","tyrosine","tyrosine",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",46,"Nurses Health Study II","Broad Institute","HMDB_ID","tyrosine","z_ln_hmdb00158",NA,"","HMDB00158","","",NA,"","",NA,"Tyrosine"
"HMDB00158",47,"Nurses Health Study","Broad Institute","HMDB_ID","tyrosine","z_ln_hmdb00158",NA,"","HMDB00158","","",NA,"","",NA,"Tyrosine"
"HMDB00158",48,"Tsuruoka Metabolomics Cohort Study","Keio University","HMDB_ID","tyrosine","tyrosine",NA,"","HMDB00158","","6057",NA,"","",NA,"Tyrosine"
"HMDB00158",50,"Women's Health Initiative","Broad Institute","HMDB_ID","tyrosine","tyrosine",NA,"","HMDB00158","","",NA,"","",NA,"Tyrosine"
"HMDB00158",51,"Caerphilly Prospective Study","Nightingale Health","BIOCHEMICAL_NAME","Tyrosine (mmol/l)","tyr",NA,"","","","",NA,"","",NA,NA
"HMDB00158",53,"MRC National Survey of Health and Development","Nightingale Health","BIOCHEMICAL_NAME","Tyrosine (mmol/l)","Tyr",NA,"","","","",NA,"","",NA,NA
"HMDB00158",54,"Catheterization Genetics","Newgard Laboratory @ Duke University","BIOCHEMICAL_NAME","Tyrosine","aa10",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",55,"Whitehall II","Nightingale Health","BIOCHEMICAL_NAME","Tyrosine (mmol/L) (s5)","tyr",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",55,"Whitehall II","Nightingale Health","BIOCHEMICAL_NAME","Tyrosine (mmol/L) (s5)","tyr",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",55,"Whitehall II","Nightingale Health","BIOCHEMICAL_NAME","Tyrosine (mmol/L) (s5)","tyr",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",55,"Whitehall II","Nightingale Health","BIOCHEMICAL_NAME","Tyrosine (mmol/L) (s5)","tyr",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",55,"Whitehall II","Nightingale Health","BIOCHEMICAL_NAME","Tyrosine (mmol/L) (s5)","tyr",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",55,"Whitehall II","Nightingale Health","BIOCHEMICAL_NAME","Tyrosine (mmol/L) (s5)","tyr",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",55,"Whitehall II","Nightingale Health","BIOCHEMICAL_NAME","Tyrosine (mmol/L) (s5)","tyr",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",56,"Singapore Prospective Study Program","Duke-NUS","CORE_FILE_NAME","tyrosine","tyr.1",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",57,"UK Pregnancies Better Eating and Activity Trial","Nightingale Health","NIGHTINGALE_ID","tyr","tyr",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",58,"Framingham Heart Study","Broad Institute","CORE_FILE_NAME","tyrosine","tyrosine",NA,"","","","",NA,"","",NA,"Tyrosine"
"HMDB00158",59,"Breast Cancer Family Registry","Metabolon","COMP_ID","tyrosine","tyrosine",NA,"1299","","","6057",NA,"","",NA,"Tyrosine"
"HMDB00158",60,"FINRISK02","Nightingale Health","NIGHTINGALE_ID","Tyr","tyr",NA,"","","","",NA,"","",NA,"Tyrosine"
